## JACUSA2 Version: 2.0.0-RC18 rt-arrest -F 1280 -c 4 -p 10 -P1 FR-SECONDSTRAND -P2 FR-SECONDSTRAND -r MazF_vs_cond2_FTO_RC18_rtarrest_plain_result.out SRR8450805_STARmapping_uniq_rmdup.bam,SRR8450807_STARmapping_uniq_rmdup.bam,SRR8450809_STARmapping_uniq_rmdup.bam SRR8450806_STARmapping_uniq_rmdup.bam,SRR8450808_STARmapping_uniq_rmdup.bam,SRR8450810_STARmapping_uniq_rmdup.bam
#contig	start	end	name	pvalue	strand	arrest11	through11	arrest12	through12	arrest13	through13	arrest21	through21	arrest22	through22	arrest23	through23	info	filter	ref
1	6225028	6225029	rt-arrest	0.0035971965366540237	-	1,0,0,0	25,0,0,0	1,0,0,0	31,0,0,0	4,0,0,0	52,0,0,0	7,0,0,0	39,0,0,0	7,0,0,0	24,0,0,0	7,0,0,0	18,0,0,0	arrest_score=8.47672227413554	*	A
1	8013983	8013984	rt-arrest	0.018576400389420322	-	*	6,0,0,0	*	6,0,0,0	1,0,0,0	13,0,0,0	3,0,0,0	2,0,0,0	4,0,0,0	5,0,0,0	2,0,0,0	9,0,0,0	arrest_score=5.540958980821259	*	A
1	8861132	8861133	rt-arrest	0.019053215040733873	-	3,0,0,0	253,0,0,0	1,0,0,0	287,0,0,0	4,0,0,0	298,0,2,0	*	510,1,0,0	1,0,0,0	390,0,0,0	*	249,0,0,0	arrest_score=5.496624770905328	*	A
1	8861339	8861340	rt-arrest	0.04652479339054405	-	0,0,0,3	0,0,0,167	0,0,0,2	0,0,0,185	0,0,0,3	0,0,0,233	0,0,0,2	0,1,0,336	*	0,0,0,260	*	0,0,0,151	arrest_score=3.9624915034510195	*	T
1	8863258	8863259	rt-arrest	0.019661678079967104	-	0,0,4,0	0,0,543,0	0,0,3,0	0,0,567,6	0,0,4,0	0,0,660,1	0,0,1,0	0,1,817,1	0,0,1,0	0,0,623,2	*	0,0,533,4	arrest_score=5.441686334321275	*	G
1	8863305	8863306	rt-arrest	0.045639143964756324	-	0,0,8,0	0,0,418,2	0,0,9,0	2,0,413,0	0,0,9,0	0,1,509,2	0,0,5,0	1,0,647,0	0,0,4,0	0,0,494,1	0,0,7,0	0,0,445,0	arrest_score=3.99486368696671	*	G
1	8863965	8863966	rt-arrest	0.00325567048973352	-	0,3,0,0	0,300,0,0	0,5,0,0	0,261,0,0	0,4,0,0	0,321,1,4	0,1,0,0	0,496,0,2	*	0,378,0,1	*	0,283,0,0	arrest_score=8.658343954956308	*	C
1	8863966	8863967	rt-arrest	0.038064190849302904	-	0,0,2,0	0,0,287,9	0,0,6,0	0,1,245,6	0,0,3,0	0,0,303,18	0,0,1,0	0,0,490,6	0,0,2,0	0,0,379,0	0,0,1,0	0,0,278,5	arrest_score=4.30215145249349	*	G
1	8863989	8863990	rt-arrest	0.029150501416723484	-	0,1,0,0	0,236,0,0	0,2,0,0	0,196,0,2	0,4,0,0	0,273,0,0	0,1,0,0	0,479,0,0	0,1,0,0	0,372,0,2	*	0,272,0,0	arrest_score=4.75870328534802	*	C
1	8864004	8864005	rt-arrest	0.02334275054986057	-	3,0,0,0	227,0,2,0	2,0,0,0	200,0,0,0	1,0,0,0	287,0,0,0	11,0,0,0	473,0,0,0	9,0,0,0	362,0,0,1	8,0,0,0	260,0,0,0	arrest_score=5.142816343810409	*	A
1	8864025	8864026	rt-arrest	0.047614748185900724	-	0,3,0,0	0,200,0,1	0,1,0,0	0,194,0,0	0,2,0,0	0,257,0,1	0,2,0,0	0,455,0,2	*	0,365,0,0	*	0,245,0,2	arrest_score=3.923531867796555	*	C
1	8864061	8864062	rt-arrest	0.0369017133441879	-	2,0,0,0	166,0,0,0	1,0,0,0	187,0,0,0	2,0,0,0	212,0,0,0	1,0,0,0	417,0,0,0	*	337,1,0,0	*	218,0,0,0	arrest_score=4.3549421122297645	*	A
1	8864081	8864082	rt-arrest	0.026180252141932092	-	0,2,0,0	0,134,0,0	0,3,0,0	0,167,0,1	0,2,0,0	0,192,0,2	*	0,346,0,0	0,1,0,0	0,274,0,1	0,1,0,0	0,190,0,2	arrest_score=4.944074478549737	*	C
1	8865295	8865296	rt-arrest	0.0303910742153789	-	1,0,0,0	112,0,0,0	3,0,0,0	136,0,0,0	3,0,0,0	153,0,0,0	1,0,0,0	261,0,0,0	1,0,0,0	217,0,0,0	*	157,0,0,0	arrest_score=4.687033395865001	*	A
1	8865310	8865311	rt-arrest	0.003941542411460941	-	57,0,0,0	40,0,0,0	69,0,0,0	56,0,2,0	71,0,0,0	52,0,0,0	152,0,0,0	72,2,0,0	134,0,0,0	73,0,0,0	100,0,0,0	44,0,0,0	arrest_score=8.310551366889513	*	A
1	8865416	8865417	rt-arrest	0.04017598065939165	-	0,0,6,0	0,1,401,0	0,0,6,0	2,0,429,0	0,0,7,0	0,0,470,2	0,0,3,0	0,0,545,2	0,0,4,0	0,0,451,0	0,0,1,0	0,0,369,0	arrest_score=4.2104372093454	*	G
1	8865419	8865420	rt-arrest	0.014460686651274313	-	21,0,0,0	327,0,0,0	26,0,0,0	347,0,0,0	19,0,0,0	399,0,0,0	19,0,0,0	471,0,0,0	13,0,0,0	403,0,0,0	12,0,0,0	323,0,0,0	arrest_score=5.981013912676644	*	A
1	8866373	8866374	rt-arrest	0.021499251003696984	-	7,0,0,0	249,1,0,0	14,0,0,0	223,0,0,0	15,0,0,0	297,0,0,0	12,0,0,0	454,1,2,1	5,0,0,0	347,3,0,1	8,0,0,0	264,0,1,0	arrest_score=5.285861661289346	*	A
1	8866480	8866481	rt-arrest	0.03553635568970592	-	0,2,0,0	0,359,0,2	0,1,0,0	0,377,0,0	0,4,0,0	0,407,0,6	0,1,0,0	0,621,0,3	*	0,486,0,2	*	0,381,0,0	arrest_score=4.419216228678124	*	C
1	8866487	8866488	rt-arrest	0.024420283747125016	-	0,0,0,3	0,0,0,369	0,0,0,4	0,0,0,393	0,0,0,1	0,0,1,421	*	0,0,0,646	0,0,0,1	0,2,0,493	*	0,0,0,381	arrest_score=5.064533033486441	*	T
1	8867999	8868000	rt-arrest	8.206582207483937E-4	-	109,0,0,0	113,0,0,0	114,0,0,0	103,0,0,1	129,0,0,0	118,0,0,0	199,0,0,0	134,0,0,0	161,0,0,0	86,1,0,2	155,0,0,0	95,0,0,0	arrest_score=11.193919253255444	*	A
1	8878657	8878658	rt-arrest	0.031874716788505175	-	4,0,0,0	74,0,0,0	3,0,0,0	79,0,0,0	1,0,0,0	70,1,0,0	1,0,0,0	134,0,0,0	*	98,0,0,0	1,0,0,0	83,0,0,0	arrest_score=4.6052224999330065	*	A
1	8878672	8878673	rt-arrest	0.04848312834631563	-	1,0,0,0	43,1,0,0	4,0,0,0	41,0,0,0	2,0,0,0	49,0,0,0	2,0,0,0	105,0,0,0	1,0,0,0	65,0,0,0	*	55,0,0,0	arrest_score=3.893159706800361	*	A
1	9773318	9773319	rt-arrest	0.04047149006434181	-	*	11,0,0,0	*	20,0,0,0	*	35,0,0,0	3,0,0,0	52,0,0,0	2,0,0,0	28,0,0,0	2,0,0,0	22,0,0,0	arrest_score=4.198008148843655	*	A
1	10413173	10413174	rt-arrest	0.021125905981432158	+	6,0,0,0	13,0,0,0	6,0,0,0	29,0,0,0	10,0,0,0	33,0,0,0	3,0,0,0	41,0,0,0	4,0,0,0	36,0,0,0	3,0,0,0	17,0,0,0	arrest_score=5.316375800303149	*	A
1	10420132	10420133	rt-arrest	0.04427089911651172	+	22,0,0,0	50,0,0,0	26,0,0,0	65,0,0,0	21,0,0,0	60,0,0,0	17,0,0,0	82,0,0,0	17,0,0,0	65,0,0,1	19,0,0,0	58,0,0,0	arrest_score=4.046199779651943	*	A
1	11023639	11023640	rt-arrest	0.029502134879811126	+	4,0,0,0	22,0,0,0	6,0,0,0	13,0,0,0	4,0,0,0	21,0,0,0	15,0,0,0	29,0,0,0	12,0,0,0	16,0,0,0	8,0,0,0	15,0,0,0	arrest_score=4.738070904133565	*	A
1	11056033	11056034	rt-arrest	0.03366950514423883	-	4,0,0,0	31,0,0,0	2,0,0,0	29,0,0,0	*	41,0,0,0	*	75,0,0,0	1,0,0,0	57,0,0,0	*	49,0,0,0	arrest_score=4.511408433537554	*	A
1	11675136	11675137	rt-arrest	0.02693988286866056	-	6,0,0,0	17,0,0,0	5,0,0,0	11,0,0,0	7,0,0,0	19,0,0,0	3,0,0,0	31,0,0,0	2,0,0,0	26,0,0,0	4,0,0,0	12,0,0,0	arrest_score=4.894659665965463	*	A
1	15876246	15876247	rt-arrest	0.026948136401174883	+	2,0,0,0	25,0,0,0	2,0,0,0	28,0,0,0	3,0,0,0	31,0,0,0	7,0,0,0	30,0,0,0	3,0,0,0	13,0,0,0	5,0,0,0	16,0,0,0	arrest_score=4.894130753586069	*	A
1	15876280	15876281	rt-arrest	0.04556470074636676	+	1,0,0,0	20,0,0,0	1,0,0,0	19,0,0,0	1,0,0,0	29,0,0,0	2,0,0,0	18,0,0,0	2,0,0,0	14,0,0,0	3,0,0,0	5,0,0,0	arrest_score=3.997614829473605	*	A
1	15928506	15928507	rt-arrest	0.014386486953879896	+	3,0,0,0	31,0,0,0	1,0,0,0	17,0,0,0	6,0,0,0	38,0,0,0	1,0,0,0	57,1,0,0	1,0,0,0	38,0,0,0	*	25,0,0,0	arrest_score=5.990087717770848	*	A
1	15929851	15929852	rt-arrest	0.005076246433520004	+	2,0,0,0	26,0,0,0	1,0,0,0	44,0,0,0	*	37,0,0,0	6,0,0,0	29,0,0,0	7,0,0,0	28,0,0,0	3,0,0,0	23,0,0,0	arrest_score=7.852073134572407	*	A
1	15934665	15934666	rt-arrest	0.014230650419656765	+	8,0,0,0	37,0,0,0	6,0,0,0	39,0,0,0	7,0,0,0	34,0,0,0	14,0,0,0	37,0,0,0	7,0,0,0	20,0,0,0	9,0,0,0	13,0,0,0	arrest_score=6.009302642918442	*	A
1	15935568	15935569	rt-arrest	0.027072311564952267	+	5,0,0,0	5,0,0,0	3,0,0,0	3,0,0,0	4,0,0,0	9,0,0,0	5,0,0,0	19,0,0,0	3,0,0,0	12,0,0,0	*	8,0,0,0	arrest_score=4.886193484955584	*	A
1	16395358	16395359	rt-arrest	0.04058350082414863	+	3,0,0,0	32,0,0,0	2,0,0,0	40,0,0,0	3,0,0,0	32,0,0,0	3,0,0,0	82,0,0,0	1,0,0,0	65,0,0,0	*	36,0,0,0	arrest_score=4.193321882165037	*	A
1	16678271	16678272	rt-arrest	0.049352641720347035	-	*	0,5,0,0	*	0,8,0,0	*	0,8,0,0	*	0,61,0,2	*	0,52,0,0	*	0,19,0,0	arrest_score=3.863317879178794	*	C
1	16678325	16678326	rt-arrest	0.04169580706374798	-	0,0,0,1	0,0,0,37	0,0,0,1	0,0,0,33	0,0,0,2	0,0,0,28	0,0,0,1	0,0,0,129	0,0,0,1	0,0,0,86	0,0,0,1	0,0,0,61	arrest_score=4.147509533184348	*	T
1	16678343	16678344	rt-arrest	0.01868109090517811	-	*	0,0,24,1	0,0,3,0	0,0,25,0	0,0,2,0	0,0,16,0	0,0,3,0	0,0,98,2	0,0,1,0	0,0,68,2	*	0,0,45,2	arrest_score=5.531124927524843	*	G
1	17407176	17407177	rt-arrest	0.010445974509401768	-	10,0,0,0	50,0,0,0	7,0,0,0	38,0,0,0	4,0,0,0	28,0,0,0	3,0,0,0	67,0,0,2	2,0,0,0	49,0,0,0	4,0,0,0	38,0,0,0	arrest_score=6.5572146811083485	*	A
1	17416597	17416598	rt-arrest	0.009226861815770038	-	4,0,0,0	34,0,0,0	3,0,0,0	22,0,0,0	6,0,0,0	31,0,0,0	3,0,0,0	81,0,0,0	1,0,0,0	50,0,0,0	2,0,0,0	30,0,0,0	arrest_score=6.778379562544899	*	A
1	19112631	19112632	rt-arrest	0.039055518168709225	-	2,0,0,0	6,0,0,0	3,0,0,0	7,0,0,0	2,0,0,0	10,0,0,0	1,0,0,0	15,0,0,0	*	6,0,0,0	*	13,0,0,0	arrest_score=4.258451024550595	*	A
1	19121969	19121970	rt-arrest	0.043829932156032037	-	2,0,0,0	6,0,0,0	4,0,0,0	9,0,0,0	3,0,0,0	11,0,0,0	*	16,0,0,0	2,0,0,0	17,0,0,0	1,0,0,0	7,0,0,0	arrest_score=4.063101336758336	*	A
1	19307010	19307011	rt-arrest	0.022148062657407652	-	1,0,0,0	8,0,0,0	2,0,0,0	14,0,0,0	3,0,0,0	19,0,0,0	*	53,0,0,0	*	17,0,0,0	1,0,0,0	15,0,0,0	arrest_score=5.2341158738440186	*	A
1	20482726	20482727	rt-arrest	0.03897164089094618	-	7,0,0,0	8,0,0,0	2,0,0,0	3,0,0,0	6,0,0,0	10,0,0,0	7,0,0,0	4,0,0,0	9,0,0,0	2,0,0,0	6,0,0,0	4,0,0,0	arrest_score=4.2621032747179015	*	A
1	20652406	20652407	rt-arrest	0.012213071384360008	-	11,0,0,0	66,0,0,0	10,0,0,0	52,0,0,0	11,0,0,0	58,0,0,0	5,0,0,0	104,0,0,0	6,0,0,0	84,0,0,0	8,0,0,0	59,0,0,0	arrest_score=6.279671843640358	*	A
1	20743022	20743023	rt-arrest	0.04527466857376328	-	3,0,0,0	18,0,0,0	4,0,0,0	20,0,0,0	1,0,0,0	15,0,0,0	1,0,0,0	43,0,0,0	1,0,0,0	29,0,0,0	2,0,0,0	23,0,0,0	arrest_score=4.008378677202018	*	A
1	20807242	20807243	rt-arrest	0.01704814948547817	-	1,0,0,0	3,0,0,0	3,0,0,0	10,0,0,0	4,0,0,0	12,0,0,0	1,0,0,0	23,0,0,0	3,0,0,0	19,1,0,0	*	17,0,0,0	arrest_score=5.691410184763072	*	A
1	21258708	21258709	rt-arrest	0.031469046207106	-	3,0,0,0	5,0,0,0	6,0,0,0	9,0,0,0	6,0,0,0	12,0,0,0	2,0,0,0	16,0,0,0	2,0,0,0	10,0,0,0	4,0,0,0	17,0,0,0	arrest_score=4.627190938459535	*	A
1	22092276	22092277	rt-arrest	0.029089204597325224	+	5,0,0,0	5,0,0,2	5,0,0,0	14,0,0,0	7,0,0,0	11,0,0,0	15,0,0,0	11,0,0,0	11,0,0,0	7,0,0,0	4,0,0,0	4,0,0,0	arrest_score=4.762326444516759	*	A
1	23030519	23030520	rt-arrest	0.03772914329050059	+	*	0,0,0,14	*	0,0,0,21	0,0,0,4	0,0,0,24	0,0,0,1	0,0,0,47	*	0,0,0,59	*	0,0,0,38	arrest_score=4.317191530399953	*	T
1	23695817	23695818	rt-arrest	0.0455275519423356	+	*	0,249,0,2	*	0,215,0,0	*	0,284,0,0	0,2,0,0	0,411,0,0	0,2,0,0	0,339,0,2	0,3,0,0	0,231,0,0	arrest_score=3.99898948171176	*	C
1	23761609	23761610	rt-arrest	0.03531254293308339	+	2,0,0,0	2,0,0,0	1,0,0,0	4,0,0,0	2,0,0,0	8,0,0,0	1,0,0,0	13,0,0,0	*	10,0,0,0	*	8,0,0,0	arrest_score=4.42999830871122	*	A
1	23802047	23802048	rt-arrest	0.033555688853329824	-	1,0,0,0	22,0,0,0	1,0,0,0	32,0,0,0	2,0,0,0	24,0,1,0	4,0,0,0	19,0,0,0	3,0,0,0	17,0,0,0	3,0,0,0	15,0,0,0	arrest_score=4.5172008309164084	*	A
1	23961986	23961987	rt-arrest	0.04798761540450103	+	10,0,0,0	6,0,0,0	11,0,0,0	5,0,0,0	12,0,0,0	12,0,0,0	12,0,0,0	4,0,0,0	15,0,0,0	4,0,0,0	10,0,0,0	2,0,0,0	arrest_score=3.910419572520823	*	A
1	24453468	24453469	rt-arrest	0.02881004394922637	+	3,0,0,0	10,0,0,0	3,0,0,0	11,0,0,0	2,0,0,0	4,0,0,0	8,0,0,0	12,0,0,0	7,0,0,0	6,0,0,0	9,0,0,0	5,0,0,0	arrest_score=4.778928372551178	*	A
1	25338441	25338442	rt-arrest	0.028670345845234202	+	2,0,0,0	31,0,0,0	6,0,0,0	35,0,0,0	3,0,0,0	33,0,0,0	1,0,0,0	82,0,0,0	*	57,0,3,0	3,0,0,0	33,0,0,0	arrest_score=4.787299333009031	*	A
1	25900880	25900881	rt-arrest	0.04354347050164453	-	0,0,0,5	0,3,0,292	0,0,0,1	0,6,0,304	0,0,0,2	0,2,0,372	0,0,0,1	0,0,0,533	0,0,0,1	0,0,0,456	*	0,1,1,313	arrest_score=4.074177105354465	*	T
1	26170754	26170755	rt-arrest	0.006120849854177379	+	1,0,0,0	22,0,0,0	3,0,0,0	17,0,0,0	5,0,0,0	30,0,2,0	13,0,0,0	33,0,0,0	9,0,0,0	23,0,0,0	10,0,0,0	20,0,0,0	arrest_score=7.5143756254411755	*	A
1	26474641	26474642	rt-arrest	0.04402502306663714	+	*	39,0,0,0	*	52,0,0,0	*	45,0,0,0	4,0,0,0	138,0,0,0	1,0,0,0	95,0,0,0	2,0,0,0	57,0,0,0	arrest_score=4.055601844243938	*	A
1	26890841	26890842	rt-arrest	0.04253770879857666	-	2,0,0,0	2,0,0,0	4,0,0,0	3,0,0,0	2,0,0,0	2,0,0,0	2,0,0,0	8,0,0,0	2,0,0,0	4,0,0,0	1,0,0,0	9,0,0,0	arrest_score=4.113679977534048	*	A
1	27407412	27407413	rt-arrest	0.048950580941205524	-	6,0,0,0	15,0,0,0	2,0,0,0	8,0,0,0	6,0,0,0	14,0,0,0	4,0,0,0	28,0,0,0	4,0,0,0	20,0,0,0	1,0,0,0	14,0,0,0	arrest_score=3.877047082889476	*	A
1	27412601	27412602	rt-arrest	0.012429759240242366	-	2,0,0,0	17,0,0,0	1,0,0,0	17,0,0,0	2,0,0,0	14,0,0,0	6,0,0,0	10,0,0,0	4,0,0,0	8,0,0,0	2,0,0,0	7,0,0,0	arrest_score=6.248513248200908	*	A
1	27832802	27832803	rt-arrest	0.03991238432851518	+	8,0,0,0	20,0,0,0	8,0,0,0	16,0,0,0	12,0,0,0	29,0,0,0	12,0,0,0	18,0,0,0	15,0,0,0	17,0,0,0	10,0,0,0	9,0,0,0	arrest_score=4.221605253973394	*	A
1	27838810	27838811	rt-arrest	0.03750585561936015	+	3,0,0,0	19,0,0,0	3,0,0,0	17,0,0,0	5,0,0,0	47,0,0,0	1,0,0,0	36,0,0,0	1,0,0,0	49,0,0,0	1,0,0,0	14,0,0,0	arrest_score=4.32729269443189	*	A
1	27841188	27841189	rt-arrest	0.04879571724256215	+	6,0,0,0	36,0,0,0	1,0,0,0	42,0,0,0	4,0,0,0	52,0,0,0	2,0,0,0	68,0,0,0	1,0,0,0	56,0,0,0	1,0,0,0	44,0,0,0	arrest_score=3.8823670199104754	*	A
1	28237900	28237901	rt-arrest	0.046281249790657175	+	*	89,0,0,0	*	83,0,0,0	*	124,0,0,0	4,0,0,0	160,0,0,0	3,0,0,0	95,0,0,0	*	99,0,0,0	arrest_score=3.9713283185465116	*	A
1	28280968	28280969	rt-arrest	0.046881052023584946	+	1,0,0,0	15,0,0,0	*	24,0,0,0	2,0,0,0	21,0,0,0	3,0,0,0	11,0,0,0	1,0,0,0	15,0,0,0	3,0,0,0	5,0,0,0	arrest_score=3.949652353839383	*	A
1	28537997	28537998	rt-arrest	0.03754414075986823	+	5,0,0,0	37,0,0,0	4,0,0,0	45,0,0,0	5,0,0,0	39,0,0,0	11,0,0,0	44,0,0,0	8,0,0,0	31,0,0,0	7,0,0,0	29,0,0,0	arrest_score=4.325556270108791	*	A
1	28742692	28742693	rt-arrest	0.04131316156587006	+	3,0,0,0	26,0,0,0	3,0,0,0	31,0,0,0	7,0,0,0	41,0,0,0	9,0,0,0	49,0,0,0	12,0,0,0	30,0,0,0	10,0,0,0	27,0,0,0	arrest_score=4.163123103930047	*	A
1	28742770	28742771	rt-arrest	7.042186173106257E-4	+	*	36,0,0,0	1,0,0,0	32,0,0,0	1,0,0,0	46,0,0,0	9,0,0,0	44,0,0,0	8,0,0,0	37,0,0,0	6,0,0,0	16,0,0,0	arrest_score=11.478079526124986	*	A
1	28743664	28743665	rt-arrest	0.016434812335794358	+	1,0,0,0	40,0,0,0	4,0,0,0	37,0,0,0	4,0,0,0	61,0,0,0	9,0,0,0	43,0,0,0	6,0,0,0	29,0,0,0	6,0,0,0	41,0,0,0	arrest_score=5.7557463640298465	*	A
1	28743735	28743736	rt-arrest	0.026144128064032657	+	1,0,0,0	17,0,0,0	1,0,0,0	15,0,0,0	2,0,0,0	27,0,0,0	5,0,0,0	25,0,0,0	6,0,0,0	18,0,0,0	5,0,0,0	15,0,0,0	arrest_score=4.946461371069745	*	A
1	29119049	29119050	rt-arrest	0.04721307078985826	+	2,0,0,0	4,0,0,0	4,0,0,0	5,0,0,0	6,0,0,0	8,0,0,0	8,0,0,0	17,0,0,0	2,0,0,0	15,0,0,0	2,0,0,0	14,0,0,0	arrest_score=3.937779058623164	*	A
1	29148536	29148537	rt-arrest	0.009808166886721925	-	5,0,0,0	26,0,0,0	7,0,0,0	40,0,0,0	6,0,0,0	33,0,0,0	7,0,0,0	74,0,0,0	2,0,0,0	59,0,0,0	2,0,0,0	40,0,0,0	arrest_score=6.66940970006965	*	A
1	29148605	29148606	rt-arrest	0.0269930845878521	-	1,0,0,0	34,0,0,0	2,0,0,0	40,0,0,0	4,0,0,0	37,0,0,0	1,0,0,0	76,0,0,0	1,0,0,0	67,0,0,0	*	43,0,0,0	arrest_score=4.891253285172752	*	A
1	29148740	29148741	rt-arrest	0.038212799364451655	-	10,0,0,0	31,0,0,0	7,0,0,0	32,0,0,0	14,0,0,0	40,0,0,0	7,0,0,0	41,0,0,0	6,0,0,0	40,0,0,0	4,0,0,0	34,0,0,0	arrest_score=4.295524868619395	*	A
1	29159423	29159424	rt-arrest	0.0333085667665991	-	2,0,0,0	39,0,0,0	3,0,0,0	52,0,0,0	3,0,0,0	52,0,0,0	1,0,0,0	91,0,0,0	*	39,0,0,0	*	41,0,0,0	arrest_score=4.529848477628548	*	A
1	29200587	29200588	rt-arrest	0.03029382023074534	-	1,0,0,0	10,0,0,0	1,0,0,0	4,0,0,0	3,0,0,0	15,0,0,0	9,0,0,0	10,0,0,0	4,0,0,0	12,0,0,0	4,0,0,0	2,0,0,0	arrest_score=4.692540813593723	*	A
1	30950192	30950193	rt-arrest	0.011577244952720944	-	9,0,0,0	26,0,0,0	6,0,0,0	16,0,0,0	6,0,0,0	31,0,0,0	3,0,0,0	37,0,0,0	1,0,0,0	36,0,0,0	3,0,0,0	19,0,0,0	arrest_score=6.374487820754666	*	A
1	31364182	31364183	rt-arrest	0.046039434546536584	+	5,0,0,0	6,0,0,0	4,0,0,0	5,0,0,0	4,0,0,0	9,0,0,0	13,0,0,0	4,0,0,0	8,0,0,0	5,0,0,0	5,0,0,0	5,0,0,0	arrest_score=3.9801510464702403	*	A
1	31630415	31630416	rt-arrest	0.03780671732720564	-	4,0,0,0	17,0,0,0	5,0,0,0	13,0,0,0	5,0,0,0	23,0,0,0	3,0,0,0	30,0,0,0	3,0,0,0	25,0,0,0	1,0,0,0	22,0,0,0	arrest_score=4.313696863478981	*	A
1	31908840	31908841	rt-arrest	0.04816828538316875	-	3,0,0,0	64,0,0,0	*	38,0,0,0	3,0,0,0	64,0,0,0	1,0,0,0	99,0,0,2	*	76,0,0,0	*	57,0,0,0	arrest_score=3.9041047217906453	*	A
1	32075034	32075035	rt-arrest	0.04470179911591221	+	2,0,0,0	6,0,0,0	*	15,0,0,0	2,0,0,0	24,0,0,0	1,0,0,0	38,0,0,0	*	30,0,0,0	1,0,0,0	45,0,0,0	arrest_score=4.029854383479687	*	A
1	32302655	32302656	rt-arrest	0.04257861036823141	+	0,2,0,0	0,30,0,0	0,3,0,0	0,58,0,0	0,2,0,0	0,70,0,0	*	0,84,0,0	0,1,0,0	0,66,0,0	*	0,51,0,0	arrest_score=4.112054428784177	*	C
1	32327620	32327621	rt-arrest	0.025758720869198726	+	*	50,0,0,0	*	68,0,0,0	*	81,0,0,0	3,0,0,0	126,0,0,0	3,0,0,0	85,0,0,0	2,0,0,0	61,0,0,0	arrest_score=4.972142505808733	*	A
1	32333436	32333437	rt-arrest	0.004136249865491437	+	3,0,0,0	30,0,0,0	4,0,0,0	21,0,0,0	6,0,0,0	34,0,0,0	2,0,0,0	58,0,0,0	1,0,0,0	57,0,0,0	1,0,0,0	35,0,0,0	arrest_score=8.22301168454527	*	A
